Номер;Время отк;Время зак.;Бот;Инструмент;Напр.;Состояние;Объём;Текущий;Ожидает;Цена входа;Цена выхода;Прибыль;Стоп Активация;Стоп Цена;Профит Активация;Профит цена;Тип Сигнала на Открытие;Тип Сигнала на Закрытие
1244;01.04.2025 16:57:00;01.04.2025 17:01:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;53763,198589;0,000000;0;18,3674;18,3658;86,02112;0;0;0;0;IndexDeviation;IndexDeviationExit
1243;01.04.2025 16:58:00;01.04.2025 17:00:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11649,900097;0,000000;0;84,775;84,7792;48,92958;0;0;0;0;IndexDeviation;IndexDeviationExit
1249;01.04.2025 16:58:00;01.04.2025 17:00:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48216,866022;0,000000;0;20,4843;20,4813;144,6506;0;0;0;0;IndexDeviation;IndexDeviationExit
1242;01.04.2025 16:57:00;01.04.2025 16:59:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;94288,059641;0,000000;0;10,4745;10,4745;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1247;01.04.2025 16:58:00;01.04.2025 16:59:00;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;135867,420650;0,000000;0;7,269;7,2692;27,17348;0;0;0;0;IndexDeviation;IndexDeviationExit
1241;01.04.2025 16:49:00;01.04.2025 16:51:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98688,654303;0,000000;0;10,02082;10,0198;-100,662427;0;0;0;0;IndexDeviation;IndexQuality
1237;01.04.2025 16:48:00;01.04.2025 16:50:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;735728,055464;0,000000;0;1,34404;1,34387;125,073769;0;0;0;0;IndexDeviation;IndexQuality
1233;01.04.2025 16:50:00;;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11664,294643;0,000000;0;84,8326;84,8326;0;0;0;0;0;IndexDeviation;IndexQuality
1234;01.04.2025 16:47:00;01.04.2025 16:50:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;255184,665390;0,000000;0;3,87507;3,8737;349,60299;0;0;0;0;IndexDeviation;IndexQuality
1236;01.04.2025 16:47:00;01.04.2025 16:50:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94392,756110;0,000000;0;10,4751;10,465;-953,366837;0;0;0;0;IndexDeviation;IndexQuality
1238;01.04.2025 16:48:00;01.04.2025 16:50:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6615,070465;0,000000;0;149,481;149,498;-112,4562;0;0;0;0;IndexDeviation;IndexQuality
1240;01.04.2025 16:48:00;01.04.2025 16:50:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11553,495565;0,000000;0;85,576;85,577;-11,5535;0;0;0;0;IndexDeviation;IndexQuality
1239;01.04.2025 16:48:00;01.04.2025 16:50:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2652,682830;0,000000;0;372,87;372,83;-106,107;0;0;0;0;IndexDeviation;IndexQuality
1235;01.04.2025 16:47:00;01.04.2025 16:49:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;53892,469010;0,000000;0;18,3487;18,3511;-129,34193;0;0;0;0;IndexDeviation;IndexDeviationExit
1232;01.04.2025 16:47:00;01.04.2025 16:49:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;686551,814473;0,000000;0;1,44058;1,44017;-281,486244;0;0;0;0;IndexDeviation;IndexDeviationExit
1230;01.04.2025 16:16:00;01.04.2025 16:19:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;142961,113568;0,000000;0;6,91615;6,91695;114,368891;0;0;0;0;IndexDeviation;IndexQuality
1231;01.04.2025 16:17:00;01.04.2025 16:19:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1120445,820106;0,000000;0;0,88272;0,88272;0;0;0;0;0;IndexDeviation;IndexQuality
1226;01.04.2025 15:24:00;01.04.2025 16:15:00;16 MyNewBot1tab1;UsdUah.txt;Buy;Done;23907,166477;0,000000;0;41,4228;41,4228;0;0;0;0;0;IndexDeviation;IndexQuality
1229;01.04.2025 15:27:00;01.04.2025 15:29:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;54033,029570;0,000000;0;18,3316;18,3032;-1534,53804;0;0;0;0;IndexDeviation;IndexQuality
1228;01.04.2025 15:26:00;01.04.2025 15:28:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94505,265443;0,000000;0;10,4788;10,4732;-529,229486;0;0;0;0;IndexDeviation;IndexQuality
1227;01.04.2025 15:24:00;01.04.2025 15:26:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;737265,040855;0,000000;0;1,34314;1,34329;110,589756;0;0;0;0;IndexDeviation;IndexDeviationExit
1225;01.04.2025 15:23:00;01.04.2025 15:25:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;255377,217888;0,000000;0;3,8802;3,8803;25,53772;0;0;0;0;IndexDeviation;IndexQuality
1224;01.04.2025 15:23:00;01.04.2025 15:25:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2655,320487;0,000000;0;372,96;373,09;345,192;0;0;0;0;IndexDeviation;IndexQuality
1223;01.04.2025 15:23:00;01.04.2025 15:25:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;688235,301638;0,000000;0;1,43924;1,43925;6,882353;0;0;0;0;IndexDeviation;IndexQuality
1222;01.04.2025 15:08:00;01.04.2025 15:10:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94375,220177;0,000000;0;10,4896;10,49088;120,800282;0;0;0;0;IndexDeviation;IndexQuality
1221;01.04.2025 15:07:00;01.04.2025 15:10:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6634,778481;0,000000;0;149,211;149,18;205,6781;0;0;0;0;IndexDeviation;IndexQuality
1218;31.03.2025 17:54:00;31.03.2025 17:58:00;8 MyNewBot1tab1;UsdKzt.txt;Sell;Done;1959,917124;0,000000;0;504,32;504,32;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1219;31.03.2025 17:54:00;31.03.2025 17:58:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;136212,416984;0,000000;0;7,2565;7,2565;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1215;31.03.2025 17:53:00;31.03.2025 17:56:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;735484,819554;0,000000;0;1,34391;1,34403;88,258178;0;0;0;0;IndexDeviation;IndexQuality
1213;31.03.2025 17:53:00;31.03.2025 17:56:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98542,969757;0,000000;0;10,0302;10,0393;896,741025;0;0;0;0;IndexDeviation;IndexQuality
1216;31.03.2025 17:53:00;31.03.2025 17:56:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;255103,856875;0,000000;0;3,87662;3,8778;301,02255;0;0;0;0;IndexDeviation;IndexQuality
1217;31.03.2025 17:53:00;31.03.2025 17:56:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6605,796992;0,000000;0;149,628;149,587;-270,8377;0;0;0;0;IndexDeviation;IndexQuality
1220;31.03.2025 17:53:00;31.03.2025 17:56:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;143083,956718;0,000000;0;6,90816;6,90885;98,72793;0;0;0;0;IndexDeviation;IndexQuality
1214;31.03.2025 17:53:00;31.03.2025 17:56:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1117900,658065;0,000000;0;0,88418;0,88457;435,981257;0;0;0;0;IndexDeviation;IndexQuality
1211;31.03.2025 17:52:00;;9 MyNewBot1tab1;UsdMdl.txt;Sell;Done;55382,100862;0,000000;0;17,84;17,84;0;0;0;0;0;IndexDeviation;IndexQuality
1210;31.03.2025 17:26:00;31.03.2025 17:31:00;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;136178,611411;0,000000;0;7,2553;7,2565;163,41433;0;0;0;0;IndexDeviation;IndexQuality
1212;31.03.2025 17:28:00;31.03.2025 17:30:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;48407,748998;0,000000;0;20,4075;20,4157;396,94354;0;0;0;0;IndexDeviation;IndexQuality
1207;31.03.2025 17:26:00;31.03.2025 17:29:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98245,597853;0,000000;0;10,0566;10,0582;157,192957;0;0;0;0;IndexDeviation;IndexQuality
1206;31.03.2025 17:26:00;31.03.2025 17:29:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1117375,207097;0,000000;0;0,88423;0,88427;-44,695008;0;0;0;0;IndexDeviation;IndexQuality
1209;31.03.2025 17:26:00;31.03.2025 17:28:00;17 MyNewBot1tab1;UsdZar.txt;Sell;Done;53627,193053;0,000000;0;18,42345;18,4241;-34,85768;0;0;0;0;IndexDeviation;IndexDeviationExit
1208;31.03.2025 17:26:00;31.03.2025 17:28:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;254748,525003;0,000000;0;3,8776;3,8785;-229,27367;0;0;0;0;IndexDeviation;IndexDeviationExit
1199;31.03.2025 17:25:00;;9 MyNewBot1tab1;UsdMdl.txt;Buy;Done;55466,389259;0,000000;0;17,8;17,8;0;0;0;0;0;IndexDeviation;IndexQuality
1201;31.03.2025 17:15:00;31.03.2025 17:18:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;53647,206460;0,000000;0;18,4008;18,40885;431,86001;0;0;0;0;IndexDeviation;IndexQuality
1204;31.03.2025 17:15:00;31.03.2025 17:18:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;734621,364337;0,000000;0;1,34405;1,34398;51,423496;0;0;0;0;IndexDeviation;IndexQuality
1205;31.03.2025 17:16:00;31.03.2025 17:18:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;93734,143056;0,000000;0;10,53368;10,53473;98,42085;0;0;0;0;IndexDeviation;IndexQuality
1200;31.03.2025 17:15:00;31.03.2025 17:18:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6591,591305;0,000000;0;149,783;149,77;85,6907;0;0;0;0;IndexDeviation;IndexQuality
1203;31.03.2025 17:15:00;31.03.2025 17:18:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;142974,278116;0,000000;0;6,90527;6,90525;2,859486;0;0;0;0;IndexDeviation;IndexQuality
1202;31.03.2025 17:15:00;31.03.2025 17:18:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1117400,691302;0,000000;0;0,88357;0,88353;44,696028;0;0;0;0;IndexDeviation;IndexQuality
1197;31.03.2025 16:36:00;31.03.2025 16:38:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;734883,388460;0,000000;0;1,34313;1,34336;-169,023179;0;0;0;0;IndexDeviation;IndexQuality
1198;31.03.2025 16:36:00;31.03.2025 16:38:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;143079,525235;0,000000;0;6,89903;6,90059;-223,204059;0;0;0;0;IndexDeviation;IndexQuality
1196;31.03.2025 16:35:00;31.03.2025 16:37:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98354,983696;0,000000;0;10,0356;10,04075;506,528166;0;0;0;0;IndexDeviation;IndexQuality
1194;31.03.2025 16:35:00;31.03.2025 16:37:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;93671,235255;0,000000;0;10,5374;10,5346;-262,279459;0;0;0;0;IndexDeviation;IndexQuality
1195;31.03.2025 16:35:00;31.03.2025 16:37:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2656,219791;0,000000;0;371,58;371,73;398,433;0;0;0;0;IndexDeviation;IndexQuality
1193;31.03.2025 16:20:00;31.03.2025 16:23:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;136028,001145;0,000000;0;7,2531;7,2531;0;0;0;0;0;IndexDeviation;IndexQuality
1189;31.03.2025 16:19:00;31.03.2025 16:21:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;53688,270175;0,000000;0;18,3759;18,3761;10,73765;0;0;0;0;IndexDeviation;IndexQuality
1188;31.03.2025 16:19:00;31.03.2025 16:21:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;734672,964550;0,000000;0;1,34288;1,34305;124,894404;0;0;0;0;IndexDeviation;IndexQuality
1192;31.03.2025 16:19:00;31.03.2025 16:21:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98314,892564;0,000000;0;10,0348;10,03759;274,29855;0;0;0;0;IndexDeviation;IndexQuality
1186;31.03.2025 16:19:00;31.03.2025 16:21:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;93615,816663;0,000000;0;10,5385;10,5385;0;0;0;0;0;IndexDeviation;IndexQuality
1187;31.03.2025 16:19:00;31.03.2025 16:21:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6596,043885;0,000000;0;149,57;149,592;145,113;0;0;0;0;IndexDeviation;IndexQuality
1191;31.03.2025 16:19:00;31.03.2025 16:21:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;143068,908027;0,000000;0;6,89605;6,89725;171,68269;0;0;0;0;IndexDeviation;IndexQuality
1190;31.03.2025 16:19:00;31.03.2025 16:21:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;686959,686315;0,000000;0;1,43617;1,43664;322,871053;0;0;0;0;IndexDeviation;IndexQuality
1185;31.03.2025 16:18:00;31.03.2025 16:20:00;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11552,209973;0,000000;0;85,403;85,402;-11,55221;0;0;0;0;IndexDeviation;IndexDeviationExit
1184;31.03.2025 16:18:00;31.03.2025 16:20:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2652,641116;0,000000;0;372,06;371,85;-557,055;0;0;0;0;IndexDeviation;IndexDeviationExit
1181;31.03.2025 16:15:00;;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11629,495720;0,000000;0;84,825;84,825;0;0;0;0;0;IndexDeviation;IndexQuality
1183;31.03.2025 16:11:00;31.03.2025 16:13:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;734533,888409;0,000000;0;1,34311;1,343;-80,798728;0;0;0;0;IndexDeviation;IndexQuality
1182;31.03.2025 16:11:00;31.03.2025 16:13:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6595,580986;0,000000;0;149,57;149,526;-290,2056;0;0;0;0;IndexDeviation;IndexQuality
1179;31.03.2025 16:10:00;31.03.2025 16:12:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;53673,752054;0,000000;0;18,3852;18,38787;143,30892;0;0;0;0;IndexDeviation;IndexQuality
1178;31.03.2025 16:10:00;31.03.2025 16:12:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;93672,533012;0,000000;0;10,5346;10,53592;123,647744;0;0;0;0;IndexDeviation;IndexQuality
1180;31.03.2025 16:10:00;31.03.2025 16:12:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11552,225639;0,000000;0;85,419;85,404;173,28338;0;0;0;0;IndexDeviation;IndexQuality
1175;31.03.2025 16:07:00;31.03.2025 16:09:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;734728,348280;0,000000;0;1,34323;1,3433;51,430984;0;0;0;0;IndexDeviation;IndexQuality
1177;31.03.2025 16:07:00;31.03.2025 16:09:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98347,907432;0,000000;0;10,0362;10,03288;-326,515053;0;0;0;0;IndexDeviation;IndexQuality
1176;31.03.2025 16:07:00;31.03.2025 16:09:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2653,405179;0,000000;0;372,1;372,09;-26,534;0;0;0;0;IndexDeviation;IndexQuality
1174;31.03.2025 16:08:00;;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11633,884485;0,000000;0;84,576;84,576;0;0;0;0;0;IndexDeviation;IndexQuality
1173;31.03.2025 16:06:00;31.03.2025 16:08:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;93659,074023;0,000000;0;10,5378;10,5371;-65,561352;0;0;0;0;IndexDeviation;IndexQuality
1172;31.03.2025 16:05:00;31.03.2025 16:07:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6597,330149;0,000000;0;149,6;149,614;-92,3626;0;0;0;0;IndexDeviation;IndexDeviationExit
1171;31.03.2025 16:00:00;31.03.2025 16:02:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;686706,347906;0,000000;0;1,43785;1,43776;-61,803571;0;0;0;0;IndexDeviation;IndexQuality
1170;31.03.2025 15:59:00;31.03.2025 16:01:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;48482,911588;0,000000;0;20,3649;20,358;-334,53209;0;0;0;0;IndexDeviation;IndexQuality
1168;31.03.2025 15:58:00;31.03.2025 16:01:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6596,468665;0,000000;0;149,602;149,604;-13,1929;0;0;0;0;IndexDeviation;IndexQuality
1169;31.03.2025 15:58:00;31.03.2025 16:00:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;53691,030897;0,000000;0;18,3797;18,3827;161,07309;0;0;0;0;IndexDeviation;IndexDeviationExit
1167;31.03.2025 15:55:00;31.03.2025 15:57:00;11 MyNewBot1tab1;UsdNok.txt;Sell;Done;93519,179985;0,000000;0;10,5488;10,5454;317,965212;0;0;0;0;IndexDeviation;IndexQuality
1164;31.03.2025 15:53:00;31.03.2025 15:56:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;53828,833042;0,000000;0;18,3825;18,389;349,88741;0;0;0;0;IndexDeviation;IndexQuality
1166;31.03.2025 15:54:00;31.03.2025 15:56:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;255561,487483;0,000000;0;3,8716;3,8713;76,66845;0;0;0;0;IndexDeviation;IndexQuality
1165;31.03.2025 15:54:00;31.03.2025 15:56:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6617,104170;0,000000;0;149,538;149,549;72,7881;0;0;0;0;IndexDeviation;IndexQuality
1162;31.03.2025 15:52:00;31.03.2025 15:56:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2661,213783;0,000000;0;372,02;371,93;-239,509;0;0;0;0;IndexDeviation;IndexQuality
1163;31.03.2025 15:52:00;31.03.2025 15:54:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11586,086397;0,000000;0;85,415;85,412;34,75826;0;0;0;0;IndexDeviation;IndexDeviationExit
1161;31.03.2025 15:52:00;31.03.2025 15:53:00;13 MyNewBot1tab1;UsdRub.txt;Sell;Done;11694,923187;0,000000;0;84,351;84,6;-2912,03587;0;0;0;0;IndexDeviation;IndexQuality
1160;31.03.2025 15:49:00;31.03.2025 15:51:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;688507,023049;0,000000;0;1,43739;1,43756;-117,046194;0;0;0;0;IndexDeviation;IndexDeviationExit
1159;31.03.2025 15:43:00;31.03.2025 15:45:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2664,074755;0,000000;0;371,85;371,628;-591,425;0;0;0;0;IndexDeviation;IndexQuality
1158;31.03.2025 15:41:00;31.03.2025 15:44:00;1 MyNewBot1tab1;UsdChf.txt;Sell;Done;1122975,111905;0,000000;0;0,88175;0,88172;33,689253;0;0;0;0;IndexDeviation;IndexQuality
1157;31.03.2025 15:41:00;31.03.2025 15:43:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;255914,221266;0,000000;0;3,8692;3,8692;0;0;0;0;0;IndexDeviation;IndexDeviationExit
1152;28.03.2025 17:09:00;;9 MyNewBot1tab1;UsdMdl.txt;Buy;Done;55412,454274;0,000000;0;17,88;17,88;0;0;0;0;0;IndexDeviation;IndexQuality
1153;28.03.2025 16:18:00;28.03.2025 16:23:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;136385,805274;0,000000;0;7,2645;7,265;-68,1929;0;0;0;0;IndexDeviation;IndexQuality
1156;28.03.2025 16:18:00;28.03.2025 16:20:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6575,181721;0,000000;0;150,689;150,649;-263,0073;0;0;0;0;IndexDeviation;IndexQuality
1155;28.03.2025 16:17:00;28.03.2025 16:19:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98871,321536;0,000000;0;10,0206;10,0177;-286,726832;0;0;0;0;IndexDeviation;IndexQuality
1154;28.03.2025 16:17:00;28.03.2025 16:19:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2654,951183;0,000000;0;373,17;373,18;26,55;0;0;0;0;IndexDeviation;IndexQuality
1138;28.03.2025 16:15:00;;16 MyNewBot1tab1;UsdUah.txt;Buy;Done;23895,220463;0,000000;0;41,4863;41,4863;0;0;0;0;0;IndexDeviation;IndexQuality
1140;28.03.2025 16:10:00;28.03.2025 16:15:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11825,411961;0,000000;0;84,3056;83,83;-5624,16593;0;0;0;0;IndexDeviation;IndexQuality
1137;28.03.2025 16:15:00;;9 MyNewBot1tab1;UsdMdl.txt;Buy;Done;55322,522724;0,000000;0;17,919;17,919;0;0;0;0;0;IndexDeviation;IndexQuality
1144;28.03.2025 16:09:00;28.03.2025 16:11:00;17 MyNewBot1tab1;UsdZar.txt;Buy;Done;54601,571124;0,000000;0;18,1568;18,1592;131,04377;0;0;0;0;IndexDeviation;IndexQuality
1142;28.03.2025 16:09:00;28.03.2025 16:11:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;739314,239781;0,000000;0;1,34087;1,34138;377,050262;0;0;0;0;IndexDeviation;IndexQuality
1148;28.03.2025 16:09:00;28.03.2025 16:11:00;14 MyNewBot1tab1;UsdSek.txt;Buy;Done;98969,129406;0,000000;0;10,016;10,021;494,845647;0;0;0;0;IndexDeviation;IndexQuality
1149;28.03.2025 16:09:00;28.03.2025 16:11:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;256282,631659;0,000000;0;3,86808;3,8697;415,17786;0;0;0;0;IndexDeviation;IndexQuality
1141;28.03.2025 16:09:00;28.03.2025 16:11:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94839,971366;0,000000;0;10,4526;10,46368;1050,826883;0;0;0;0;IndexDeviation;IndexQuality
1151;28.03.2025 16:09:00;28.03.2025 16:11:00;10 MyNewBot1tab1;UsdMxn.txt;Buy;Done;48741,507921;0,000000;0;20,3384;20,33917;37,53096;0;0;0;0;IndexDeviation;IndexQuality
1143;28.03.2025 16:09:00;28.03.2025 16:11:00;7 MyNewBot1tab1;UsdJpy.txt;Sell;Done;6581,056506;0,000000;0;150,634;150,641;-46,0674;0;0;0;0;IndexDeviation;IndexQuality
1139;28.03.2025 16:08:00;28.03.2025 16:11:00;6 MyNewBot1tab1;UsdInr.txt;Sell;Done;11592,809017;0,000000;0;85,51;85,489;243,44899;0;0;0;0;IndexDeviation;IndexQuality
1146;28.03.2025 16:09:00;28.03.2025 16:11:00;5 MyNewBot1tab1;UsdHuf.txt;Buy;Done;2656,708701;0,000000;0;373,15;373,41;690,744;0;0;0;0;IndexDeviation;IndexQuality
1147;28.03.2025 16:09:00;28.03.2025 16:11:00;3 MyNewBot1tab1;UsdDkk.txt;Buy;Done;143528,321962;0,000000;0;6,90682;6,91317;911,404844;0;0;0;0;IndexDeviation;IndexQuality
1150;28.03.2025 16:09:00;28.03.2025 16:11:00;1 MyNewBot1tab1;UsdChf.txt;Buy;Done;1124141,616710;0,000000;0;0,88189;0,88229;449,656647;0;0;0;0;IndexDeviation;IndexQuality
1145;28.03.2025 16:09:00;28.03.2025 16:11:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;693262,853473;0,000000;0;1,42994;1,4304;318,900913;0;0;0;0;IndexDeviation;IndexQuality
1135;28.03.2025 15:22:00;28.03.2025 15:34:00;2 MyNewBot1tab1;UsdCny.txt;Sell;Done;136473,134595;0,000000;0;7,2645;7,2645;0;0;0;0;0;IndexDeviation;IndexQuality
1136;28.03.2025 15:21:00;28.03.2025 15:23:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;738375,266270;0,000000;0;1,34269;1,34273;-29,535011;0;0;0;0;IndexDeviation;IndexQuality
1133;28.03.2025 15:19:00;28.03.2025 15:22:00;12 MyNewBot1tab1;UsdPln.txt;Buy;Done;255537,563798;0,000000;0;3,8808;3,8823;383,30635;0;0;0;0;IndexDeviation;IndexQuality
1134;28.03.2025 15:20:00;28.03.2025 15:22:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48714,180800;0,000000;0;20,3536;20,3614;-379,97061;0;0;0;0;IndexDeviation;IndexQuality
1132;28.03.2025 15:19:00;28.03.2025 15:21:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94519,833945;0,000000;0;10,489;10,48838;-58,602297;0;0;0;0;IndexDeviation;IndexDeviationExit
1131;27.03.2025 17:21:00;27.03.2025 17:23:00;15 MyNewBot1tab1;UsdSgd.txt;Buy;Done;738970,641386;0,000000;0;1,34047;1,34065;133,014715;0;0;0;0;IndexDeviation;IndexQuality
1130;27.03.2025 17:21:00;27.03.2025 17:23:00;7 MyNewBot1tab1;UsdJpy.txt;Buy;Done;6564,878657;0,000000;0;150,89;150,898;52,519;0;0;0;0;IndexDeviation;IndexQuality
1129;27.03.2025 17:20:00;27.03.2025 17:22:00;11 MyNewBot1tab1;UsdNok.txt;Buy;Done;94140,229918;0,000000;0;10,522;10,5235;141,210345;0;0;0;0;IndexDeviation;IndexQuality
1127;27.03.2025 17:19:00;27.03.2025 17:22:00;0 MyNewBot1tab1;UsdCad.txt;Sell;Done;691582,869511;0,000000;0;1,43232;1,43245;-89,905773;0;0;0;0;IndexDeviation;IndexQuality
1128;27.03.2025 17:19:00;27.03.2025 17:21:00;10 MyNewBot1tab1;UsdMxn.txt;Sell;Done;48731,636526;0,000000;0;20,3273;20,3149;604,27229;0;0;0;0;IndexDeviation;IndexDeviationExit
1124;27.03.2025 17:18:00;;6 MyNewBot1tab1;UsdInr.txt;Buy;Done;11525,057021;0,000000;0;85,694;85,694;0;0;0;0;0;IndexDeviation;IndexQuality
1125;27.03.2025 17:18:00;;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;135905,624171;0,000000;0;7,2671;7,2671;0;0;0;0;0;IndexDeviation;IndexQuality
1126;27.03.2025 17:14:00;27.03.2025 17:16:00;0 MyNewBot1tab1;UsdCad.txt;Buy;Done;689731,103283;0,000000;0;1,43192;1,43216;165,535465;0;0;0;0;IndexDeviation;IndexQuality
1123;27.03.2025 17:13:00;27.03.2025 17:15:00;13 MyNewBot1tab1;UsdRub.txt;Buy;Done;11823,773033;0,000000;0;83,85;84,0901;2838,88791;0;0;0;0;IndexDeviation;IndexQuality
1122;27.03.2025 17:12:00;27.03.2025 17:14:00;12 MyNewBot1tab1;UsdPln.txt;Sell;Done;254030,412825;0,000000;0;3,8872;3,8875;-76,20912;0;0;0;0;IndexDeviation;IndexDeviationExit
1121;27.03.2025 16:49:00;27.03.2025 16:51:00;3 MyNewBot1tab1;UsdDkk.txt;Sell;Done;142656,794601;0,000000;0;6,91307;6,91535;-325,257492;0;0;0;0;IndexDeviation;IndexQuality
1117;27.03.2025 16:48:00;27.03.2025 16:51:00;2 MyNewBot1tab1;UsdCny.txt;Buy;Done;135725,293337;0,000000;0;7,2661;7,2662;13,57253;0;0;0;0;IndexDeviation;IndexQuality
1118;27.03.2025 16:48:00;27.03.2025 16:50:00;15 MyNewBot1tab1;UsdSgd.txt;Sell;Done;736146,628585;0,000000;0;1,33974;1,34;-191,398123;0;0;0;0;IndexDeviation;IndexQuality
